پول پیش,اجاره,متراژ,سال ساخت,تعدار اتاق,آسانسور,پارکینگ,انباری,توضیحات,لینک
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,False,"هوالرزاق
⭐املاک پرشیا⭐
✅استاد معین         ✅دامپزشکی
✅110متر             ✅2خواب
✅5طبقه              ✅1واحدی
✅طبقه 3
✅مناسب خانواده 
✅امکانات 
✅پارکینگ
✅آسانسور
✅بالکن 
✅هود 
✅گاز رومیزی 
✅کابینت 
✅کمد دیواری

✅قیمت کل رهن کامل
⭐550,000,000⭐
بی نظیر در منطقه 

غیر قابل تبدیل

⭐سال ساخت1400⭐
⭐کلید نخورده⭐

مشاور شما:گلزار
۰۹۱۰۹۵۳۶۱۸۸",https://divar.ir/v/-/gYS5335P
۳۰۰٬۰۰۰٬۰۰۰ تومان,۱٬۰۰۰٬۰۰۰ تومان,۷۸,۱۳۷۱,۲,False,False,False,"آپارتمان ۷۸متری
دو خواب
طبقه اول
تک واحد
قدیمی
نزدیک به بی ار تی و مترو
بهترین محله 
تخلیه آماده تحوی

املاک جام جم
تماس 
۰۹۱۹۱۲۲۲۶۷۰۷جمشیدی
بنایی ۰۹۱۲۶۱۶۹۳۱۹",https://divar.ir/v/-/gYdFopjS
۳۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۹۴,۱۳۹۶,۲,True,False,False,"رهن و اجاره آپارتمان استادمعین
۹۴ متر ۲ خوابه طبقه چهارم
کلا ۱۰ واحد(۵طبقه ۲ واحدی)
چهار سال ساخت
تخلیه
نور گیر فوق العاده و بدون مشرف
کف سرامیک کابینت ام دی اف
بسیار خوش نقشه و بدون پرتی
کناف کاری و نور پردازی
آیفون تصویری و هودتمام لمسی
هر ۲ اتاق کمد دیواری-تراس 
آسانسور کابین بزرگ
درب ضد سرقت
مشاعات‌تا سقف سنگ و بسیار تمیز
ساختمان بسیار دنج و آرام
بهترین کوچه های بلوار استادمعین
کوچه ۱۲ متری با جای پارک خودرو فراوان و با دوربین مدار بسته(سر کوچه فروشگاه وال مارکت جهت خرید)
دسترسی به مترو و بی آرتی عالی
بازدید آزاد

ودیعه ۳۰۰ میلیون تومان
اجاره ۴ میلیون تومان
تخفیف جزیی پای قرارداد
قیامتی ۰۹۱۲۶۲۱۲۳۶۴",https://divar.ir/v/-/gYNZb6F2
۳۵۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,۸۸,۱۴۰۰,۲,True,True,True,"۸۸متر
۲خواب
فول امکانات 
قابل تبدیل 
  متناسب با بودجه شما 
آدرس: استاد معین 
مشاورشما:صدقی",https://divar.ir/v/-/gYbtOa8m
۳۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۹۹,۱,True,True,True,"آپارتمان 

تک واحدی 
۶۰ متر 
آسانسور
پارکینگ
انباری 

کابینت ام دی اف 
گاز رومیزی 
کف سرامیک
هود 
ایفون تصویری 
کمد دیواری 


مناسب زوج خانواده 

فایل های رهن و اجاره فروش خود را به ما بسپارید 

بهترین ها را از ما بخواهید",https://divar.ir/v/-/gYetVZdy
۱۰۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۴۵,۱۳۸۸,۱,False,False,True,"۴۵متری 
تک خواب

ط اول
لوکیشن بینظیر براصلی

غرقه نور
بدون مشابه

فرزادی ۰۹۱۰۱۸۶۷۰۰۸",https://divar.ir/v/-/gYdtkL5Z
۲۷۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۹۲,۱,False,True,True,"مشاور املاک نیاوران خ خوش 

۶۰ متر یک خوابه با پارکینگ و انباری و تراس و پکیج و تکواحدی و بسیار خوش نقشه در طبقه چهارم ( سوم سندی ) 
و  اماده تخلیه فوری  ( ۹ ساله ) 

واقع در خ قصرالدشت بعد از تقاطع بوستان 
دسترسی عالی به متروی و بازار رودکی 

کابینت فول mdf با گاز رومیزی 

اجاره به خانواده یا مجرد موجه 
تبدیل ندارد 

بازدید صبح و عصر با هماهنگی کارشناس املاک",https://divar.ir/v/-/gYeB1nhH
۱۵۰٬۰۰۰٬۰۰۰ تومان,۱٬۷۰۰٬۰۰۰ تومان,۴۰,۱۳۸۲,۱,False,False,True,"✔puzzel✔                   
۴۰متر..یک خواب
طبقه روی همکف
تک واحدی
بالکن
کابینت mdf
خوش نقشه..بدون پرتی
انباری کاذب
تخلیه و اماده تحویل
بااین شماره تماس بگیرید۰۹۰۱۴۲۷۰۹۸۴
             ✔املاک بزرگ پازل✔",https://divar.ir/v/-/gYeF65Rv
۳۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۲,۱۳۹۴,۱,True,True,True,"واحد۶۲متر 
یک خواب 
پارکینگ 
اسانسور 
تراس 
انباری 
نور و نقشه عالی
هود و گاز رومیزی  
ساختمان آرام و دنج 
اماده تخلیه 
دامپزشکی بعد از استاد معین 
بازدید با هماهنگی 
مناسب خانواده 
مشاور شما غلامی ۰۹۱۲۷۷۱۲۵۸۱",https://divar.ir/v/-/gYZdmrMi
۳۳۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۸۰,۲,False,True,False,"آپارتمان ۶۰ متری دو خوابه 
طبقه دوم    تک واحدی 
پارکینگ با جای دو پارک
ساختمان خلوت و عالی
کابینت ام دی اف و هود
تخلیه 
در خیابان خوش بین آزادی و کلهر 
تبدیل جزیی 
۰۹۰۱۶۰۳۰۱۷۵
۰۹۱۰۹۲۶۶۸۸۷",https://divar.ir/v/-/gYe1Ve-F
۲۵۰٬۰۰۰٬۰۰۰ تومان,۳٬۶۰۰٬۰۰۰ تومان,۷۵,۱۳۸۵,۲,False,True,False,"موقعیت مرکزی تهران امکان دسترسی اسان به تمامی نقاط تهران
( لطفا املاک تماس نگیرند )",https://divar.ir/v/-/gYedpwpr
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۵,۱۳۸۵,۱,False,False,True,آذربایجان زرین قدم ۵۵متر اخواب بسیارتمیز تخلیه با انباری بزرگ کابینت ام دی اف جهت رهن کامل ۳۰۰میلیون قابل تبدیل برای بازدید وقیمت با اقای خالدی تماس بگیرید ۰۹۳۶۵۴۰۵۷۸۶املاک فرهاد۶۶۴۳۸۱۹۴,https://divar.ir/v/-/gYdhkV54
۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۵۰,۱۳۹۰,۱,False,False,False,"٥٠متر 

تکواحدی

١٠ساله

نورو نقشه بینظیر 

املاک املاک املاک",https://divar.ir/v/-/gYdFkikJ
۶۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۰۰,۱۴۰۰,۲,True,True,True,"۱۰۰متر
۲خواب 
پارکینگ
انباری
بالکن
پکیج
ملک کلید نخورده
سالن خوش نقشه و نورگیر
قابل تبدیل تا ۴۰۰ میلیون
__________________________________________
مقیمی(مسکن کیان):۰۹۱۲۵۳۰۱۸۴۰
مسکن کیان: خیابان آذربایجان بین قصرالدشت و خوش نبش کوچه علی پلاک ۹۳۳",https://divar.ir/v/-/gYdFkTO3
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۹۶,۱,True,False,False,"لوکیشن نرسیده ۲۱متری جی پایین تر از دامپزشکی نرسیده به هاشمی 
۶۵متری ۱خواب 
طبقه سوم 
بالکن دار آسانسور 
دربهترین کوچه دنج 
با نور گیر عالی بسیار تمیز 
جهت هماهنگی و بازدید 
          املاک هاشمی 
سعید هاشمی ۰۹۱۲۹۰۵۱۲۵۷
میدان استاد معین خیابان ۲۱متری جی نرسیده به هاشمی جنب کفش ملی پلاک ۱۵",https://divar.ir/v/-/gYdxmPgG
۲۹۰٬۰۰۰٬۰۰۰ تومان,مجانی,۴۷,۱۴۰۰,۱,True,False,True,"به نام یگانه معمار هستی


آپارتمان۴۷ متری فوق العاده نورگیر 

سالن مناسب هرگونه چیدمان 

                   ❌مناسب سخت پسندان❌

✔یک خواب جادار ودارای نورگیر عالی

✔آشپزخانه بزرگ بانورگیرعالی

✔تک واحدی

✔آسانسور 

✔انباری

✔ بسیار شیک و مدرن 

✔کف سنگ ،دارای کمددیواری زیاد وجادار

✔به زوج ومجرد موجه اجاره داده میشود 

                          ❌کلیدنخورده❌

           با اولین بازدید قرارداد نوشته خواهد شد.

«از جستوجو برای پیدا کردن یک واحد خوب خسته شده اید »

                        اصلا نگران نباشید!!!!

همین حالا تماس بگیرید تا بروز ترین واحدهای منطقه را به شما باقیمت مناسب معرفی کنیم*


برای اطلاعات بیشتر با ما تماس حاصل فرمایید 
 
☣مشاور شما خانم مجرد 

«۰۹۳۷۶۵۴۴۹۱۵»",https://divar.ir/v/-/gYdpVhrY
۳۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۹۵,۲,True,True,False,"۶۵ متر
.. 
۲ خواب
..
فول امکانات
..
پارکینگ//آسانسور//بالکن
..
خوش نقشه//نورگیر فوق العاده
..
پذیرایی و خوابها و آسپزخانه نور مستقیم
..
پارکینگ اختصاصی بدون مزاحم
..
دسترسی عالی",https://divar.ir/v/-/gYeB31hh
۲۳۵٬۰۰۰٬۰۰۰ تومان,۲٬۰۰۰٬۰۰۰ تومان,۵۳,۱۳۸۴,۱,False,True,True,"۵۳متری 
تک خواب 
ط اول
پارکینگ ،انباری
تاپ لوکیشن بوستان سعدی
۱۷ساله
فرزادی ۰۹۱۹۹۷۸۶۷۲۴",https://divar.ir/v/-/gYbJLzMC
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۹۰,۱۴۰۰,۲,True,True,True,"۹۰متر
۲خواب
نوساز و کلیدنخورده
کابینت های گلاس
کف سرامیک
کمد دیواری جادار
نور و نقشه فوق العاده
دسترسی به مترو و بی آر تی و امکانات عالی
بدون مالک و قابل سکونت چندساله
سرایداری ۲۴ساعته
فول امکانات
(پارکینگ،آسانسور،انباری،بالکن)
گاز رومیزی و هود
سرویس ایرانی فرنگی
۵۵۰رهن کامل
قابل تبدیل
یوسفی
املاک شاران
خرید و فروش و رهن و اجاره و مشارکت در ساخت در مناطق ۲ و ۵ و ۹ و ۱۰ پذیرفته میشود.",https://divar.ir/v/-/gYJFLOXC
۶۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,۴۲,۱۳۹۷,۱,True,False,True,"مهندسین املاک همپا 

به شنیدن نام همپا عادت کنید 

اپارتمان ۴۲  متری / یک خواب 

طبقه    سوم /متریال روز /خوش نقشه 

اسانسور/انباری /،بالکن/

بهترین فایل منطقه /با هر بودجه ای جهت رهن و اجاره تماس بگیرید 


کارشناس تخصصی فروش و اجاره مهندس امینی

تلفن:  [ ۰۹۱۹۵۱۲۶۳۰۶ ]]]
:    [ ۰۹۳۵۳۵۹۷۲۶۷ ]]]

همیشه موفقیت پدیده افکار ماست",https://divar.ir/v/-/gYaNr5o8
۳۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۲,۱۳۹۲,۲,True,True,False,"پارکینگ آسانسور تک واحدی
اجاره به خانواده
املاک تماس نگیره",https://divar.ir/v/-/gYd1RF6w
۲۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۸۶,۲,False,False,False,">>>>rasolian<<<<                   
املاک رفاه راهی آسان برای خانه دار شدن

سلام

با یک بازدید به جستجو خود پایان دهید
۴طبقه تک واحدی
خوش نقشه
طبقه ۳ بهترین طبقه
نورگیر
دارای حیاط مشاع
 بازسازی شده
تاپ لوکیشن
هر دو خواب دارای کمد دیواری بزرگ

فایل با هر نوع بودجه موجود است

داشتن مشاور خوب یک اتفاق نیست یک انتخاب است

مشاور تخصصی منطقه 
رسولیان ۰۹۰۵۴۰۹۶۸۸۶
املاک بزرگ رفاه",https://divar.ir/v/-/gYdlBLjK
۴۷۰٬۰۰۰٬۰۰۰ تومان,مجانی,۸۵,۱۴۰۰,۲,True,True,True,"۸۵ متر آپارتمان دو خوابه با آسانسور و انبلری
محله ای دنج و بی سر و صدا 
دسترسی عالی به مترو و بی آرتی و اتوبان یادگار امام و آیت اله سعیدی
دسترسی عالی به مراکز خرید و تره بار 
نقاشی شده و تمامی مصرفی ها نو و استفاده نشدا 
واحد تخلیه و آماده ی تحویل میباشد فول امکانات و دارای پارکینگ سندی غیر مزاحم و انباری
قیمت رهن واحد مقطوع می باشد 
غیر قابل تبدیل می باشد
تحویل فوری به علت تخلیه بودن واحد 
بازدید با هماهنگی املاک 
مشاور شما املاک اصغری 
۰۹۱۲۲۳۷۵۰۸۷
۶۶۰۴۸۳۱۹
اصغری",https://divar.ir/v/-/gYdNAp6q
۱۰۰٬۰۰۰٬۰۰۰ تومان,۳٬۸۰۰٬۰۰۰ تومان,۴۵,۱۳۸۶,۱,False,True,True,"✴جهت بازدید عکس ها  پیام دهید✴

❌پارکینگ

❌انباری

❌هود mdfفول

❌کمددیواری

❌غرق در نور

❌خوش نقشه

❌تا مترو فقط۵دقیقه

❌گذر۸متری 

❌دسترسی به نواب،آزادی،توحید،انقلاب و...

✴خوش مالک اشتر مسکن ثروتی✴

۰۹۱۲۶۱۶۲۶۳۲ بهنام",https://divar.ir/v/-/gYcdvTqR
۱۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۳۰۰٬۰۰۰ تومان,۵۰,۱۳۸۲,۱,False,False,True,"تخلیه میباشد 
طبقه دوم 
4 طبقه دو واحدی نورگیر عالی
جای پارک امن فراوان
مناسب مجرد موجه یا زوج
بازدید با هماهنگی قبلی 
09105958657 
09030696725 
حسام 
املاک شهریاری شعبه 1 
فایل های مشابه موجود میباشد",https://divar.ir/v/-/gYdZRcJF
۴۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۰۰,۱۳۹۷,۲,True,True,True,"املا آسا
۱۰۰متر
۲خواب
طبقه ۵
پارکینگ 
انباری 
آسانسور 
بسیار عالی وخوش نقشه
نظریانی",https://divar.ir/v/-/gYdBB7Lz
۴۵۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰ تومان,۷۲,۱۳۹۹,۲,True,True,True,"۷۲مترآپارتمان✔
چهارطبقه تک واحدی✔
طبقه ۴✔
دوخواب✔
سرویس آشپزخانه کابینت های✔ گلاس.گازرومیزی.هود.✔
سرویس بهداشتی فرنگی وایرانی مجزامستقل جدا.✔
کفپوش✔ سرامیک.تراس.کمددیواری.انباری.پارکینگ✔.
آسانسوربسیارتمیزوشیک وخوش نقشه✔ نورگیرعالی✔
ادرس املاک:خیابان آذربایجان بین خوش✔ وقصرالدشت روبروی کوچه مسجدامام علی✔ املاک آذربایجان مشاورصفری

مبلغ ودیعه قابل تبدیل تا
۴۰۰میلیون ودیعه
اجاره ۱/۵۰۰۰۰۰یک میلیون پانصدهزارتومان
۳۲۰/۰۰۰۰۰۰میلیون ودیعه
اجاره ۴۰۰۰۰۰۰میلیون",https://divar.ir/v/-/gYdVS_er
۱۰۰٬۰۰۰٬۰۰۰ تومان,۳٬۶۰۰٬۰۰۰ تومان,۴۰,۱۳۹۴,۱,True,False,True,"☑️آپارتمان ۴۰ متری
☑️طبقه ۲
☑️آسانسور
☑️انباری
☑️کابینت ام دی آف
✅تراس
☑️تمیز و مرتب
✅موقعیت بسیار عالی
✅دسترسی عالی به مترو و بی آرتی
✅مناسب مجرد یا خانواده
۱۰۰ رهن_ ۳.۶۰۰ اجاره",https://divar.ir/v/-/gYd9AHAE
۵۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۰۵,۱۴۰۰,۲,True,True,True,"⚡⚡⚡⚡⚡⚡⚡مجموعه املاک آرمان⚡⚡⚡⚡⚡⚡⚡ 
                     ⚜ ⚜ شعبه آزادی ⚜ ⚜

✅ ۱۰۵متر✔
  ✅ ۲خواب✔
    ✅ طبقه دوم ✔
〰️〰️〰️〰️〰️〰️
*️⃣ پارکینگ سندی(غیر مزاحم)✔
*️⃣ انباری سندی(جاداروبزرگ)✔
  *️⃣ بالکن بزرگ و دلباز✔
〰️〰️〰️〰️〰️〰️〰️〰️〰️
✴ پذیرایی بدون پرتی(مناسب هرنوع چیدمان)✔
  ✴ سالن پرده خور(آفتاب مهمان همیشگی شما)✔
    ✴ اتاق خواب بزرگ(مناسب هرنوع تخت ۲نفره)✔
  ✴ آشپزخانه شکیل(درخور بانوی ایرانی)✔
✴ کابینت جاداروعمیق(هایگلاس)✔
〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
❇ آیفون تصویری،آنتن مرکزی ✔
  ❇ سیستم اعلام و اتفاء‌ حریق✔
❇ مشاعات شیک و تمیز✔ 
  ❇ گذر  عالی
رهن کامل غیر قابل تبدیل 

〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
  ☑ نگران تخفیف نباشید✔
☑ بااولین بازدید صاحبخانه شوید✔
  ☑ مالک فروشنده واقعی✔
〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️
❇ فقط لطفاً تماس بگیرید ❇
⛔ پیامک پاسخگو نیستم ⛔
&&&اعتماد شما افتخار ماست &&
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖  
♾ کارشناس منطقه:شریفی ♾
☎️۰۹۳۹۷۵۴۹۰۶۴☎️",https://divar.ir/v/-/gYWx_IIa
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,True,"✅ملک واقع در دامپزشکی طوس 
✅پارکینگ 
✅بالکن 
✅آسانسور 
✅گاز رو میزی 
✅ملک ۳ نبش 
✅سالن کلا نورگیر و پرده خور
✅عکس ها زیاد واضح نمیباشد 
✅برای دیدن فیلم کامل واحد  پیام دهید 
✅تخیله اواخر اردیبهشت 
✅بهترین لوکیشن و موقعیت منطقه 
✅کوچه ۱۰ متری 
✅مشاوره منطقه : آصفی",https://divar.ir/v/-/gYd9CGrs
۱۵۰٬۰۰۰٬۰۰۰ تومان,۲٬۰۰۰٬۰۰۰ تومان,۳۵,۱۳۸۵,۱,False,False,True,"۳۵ متر آذربایجان

بازسازی شده، 
دسترسی عالی به BRT

۱خواب جادار و تخت خور
مناسب برای افراد دانشجو",https://divar.ir/v/-/gYd5QI1o
۴۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,۸۳,۱۴۰۰,۲,True,True,True,"۸۳متر 
کلید نخورده
۲خوابه
تکواحدی
پارکینگ غیر مزاحم
انباری 
آسانسور 
بالکن
بازدید .آزاد
۰۹۱۲۸۹۲۰۰۲۸ مشاور شما فرهید",https://divar.ir/v/-/gYNljcMg
۴۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۰۵,۱۳۹۶,۲,True,True,True,"۱۰۰متر آپارتمان
دو خواب بزرگ و استاندارد
پارکینگ غیر مزاحم
آسانسور ایتالیایی
انباری سندی
 ط پنجم

تخلیه آماده سکونت

بهترین لوکیشن منطقه

استادمعین 

۴۵۰میلیون رهن کامل

غیر قابل تبدیل

فایل های مشابه با هر توان مالی منطقه ۹ و ۱۰ موجود است",https://divar.ir/v/-/gYd1Chns
۴۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۴۰۰,۱,True,True,True,"سلام
✔واحد 60متری
✔طبقه اول
✔✔تک واحدی
✔✔یک خواب مستر
✔✔آشپزخانهmdf گاز رومیزی
✔گرمایش پکیج
✔✔بالکن کمددیواری انباری
✔سرویس بهداشتی ایرانی فرنگی مجزا
✔✔پارکینگ آسانسور
✔✔فوق العاده خوش نقشه و شیک
✔دسترسی و محلیت عالی
کلید نخورده تحویل 20اردیبهشت
موقعیت خ طوس بین کارون و قصرالدشت
املاک خانه کوچک مشاور شما جاوید09904624606",https://divar.ir/v/-/gYdRAA_Z
۱۳۰٬۰۰۰٬۰۰۰ تومان,۲٬۱۰۰٬۰۰۰ تومان,۴۰,۱۳۹۳,۱,True,True,False,"یک خواب
طبقه سوم
۴طبقه ۲واحدی
پارکینگ، آسانسور، تراس
نما سنگ
غیر قابل تبدیل
پکیج
واقع در خیابان خوش

⚜املاک بزرگ پازل⚜

مشاور شما: خانم مقدم
0990-3507565",https://divar.ir/v/-/gYd9wvwa
توافقی,مجانی,۷۵,۱۴۰۰,۲,True,True,False,"۷۵ متر دو خواب
کلید نخورده
پارکینگ 
اسانسور
ملک دو کله 
ورودی از دو کوچه
غرق نور
اذربایجان بهنود
فایل شخصی
همکاران املاکی تماس نگیرند

تماس    ۰۹۹۱۹۱۹۷۹۲۸",https://divar.ir/v/-/gYd9x5kq
توافقی,مجانی,۵۵,۱۳۸۵,۱,False,False,False,"55 متر
باز سازی شده ترو تمیز مناسب زوج و خانواده
مجرد موجه میدهد 
*طبقه همکف* 
*دارای 25 متر حیاط اختصاصی*
کف سرامیک
کابینت mdf/گازرومیزی/هود
بهترین لوکیشن:قصرالدشت بوستان
زیر 10 دقیقه تا مترو و بی ارتی 
خوش نقشه. نور عالی. 
 مشاور منطقه:زارع:09190407209
                ***املاک خانه نو***
خ قصرالدشت، نرسیده به هاشمی، جنب مسجد رضوی، پلاک 366",https://divar.ir/v/-/gYVND-sN
۲۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۶۵,۱۳۹۰,۲,False,True,True,"تک واحدی امروز یکم اردیبهشت هنوز اجاره نرفته و موجود است
طبقه دوم تخلیه هستش
دو خوابه قابل تبدیل به 350رهن کامل پارکینگ و انباری آماده تحویل واقع در قصرالدشت بالای سپه
لطفاً مشاورین املاک تماس نگیرند",https://divar.ir/v/-/gYdRRCWL
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۵,قبل از ۱۳۷۰,۱,False,False,True,"ملک واقع در هاشمی نرسیده به ۱۲ متری 
✅بازسازی شده 
✅نورگیر عالی
✅کابینت ام دی ام 
✅حیاط دار 
✅جایه پارک موتور 
✅مناسب ذوج و مجرد 
✅دسترسی به یادگار و آزادی ومترو 
✅مشاور : آذری",https://divar.ir/v/-/gYdtATKs
۴۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۸۵,۱۴۰۰,۲,True,True,True,"۸۵ متر نوساز کلیدنخورده فول امکانات بهترین فرعی بلوار استادمعین دامپزشکی ( دسترسی عالی به مترو و brt ) 
طبقه دوم دو خوابه بسیار خوش نقشه و نور بسیار عالی ، تراس ، اسانسور ، پکیج ، پارکینگ ، انباری و ...",https://divar.ir/v/-/gYcJXiCN
۲۳۵٬۰۰۰٬۰۰۰ تومان,۲٬۰۰۰٬۰۰۰ تومان,۵۲,۱۳۸۲,۱,False,True,True,"۵۱ متر بویتان سعدی ۱ خواب 

نقشه اپارتمان عالی بدون پرتی
گذر ۸متری ماشین رو

پارکینگدار بدون مزاحم
انباری،بالکن

بازسازی شده،بسیارشیک
دسترسی بسیار عالی به مترو

۱خواب جادار و تخت خور
بهترین طبقه طبقه اول",https://divar.ir/v/-/gYdhAWbo
۴۵۰٬۰۰۰٬۰۰۰ تومان,۲٬۵۰۰٬۰۰۰ تومان,۱۰۰,۱۴۰۰,۲,True,True,True,"تبدیل دارد

پارکینگ غیرمزاحم.انباری
آسانسور.تراس
گاز رومیزی.هود
پکیج
کمد دیواری 

سالن مربع قابل چیدمان و پرده خور

خواب ها ی بزرگ تختخور 
بسیار خوش نقشه بدون پرتی  و نورگیرعالی


واقع در کوچه پهن و بزرگ ماشین رو

دسترسی عالی به :

          ((( مترو.بی ارتی)))",https://divar.ir/v/-/gYV1lZ-N
۲۵۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,۱۳۰,۱۳۸۰,۲,False,False,False,این واحد در ساختمانی دو طبقه دنج و ارام با نور عالی و پرده خور و بالکن ۲۵ متری سرتاسری در برخیابان ۲۱ متری جی میباشد و دارای دو اتاق خواب بزرگ و پذیرایی بزرگ به صورت L و آشپزخانه اوپن میباشد با چند دقیقه فاصله به ایستگاه بی آرتی خیابان آزادی و مترو استادمعین میباشد و دسترسی سهل و آسان به گذرگاه های اصلی و بزرگراه ها میباشد.,https://divar.ir/v/-/gYcJmdMm
۶۰۰٬۰۰۰٬۰۰۰ تومان,توافقی,۸۰,۱۴۰۰,۲,True,True,True,"با سلام 

واحد ۸۰ متری خوش نقشه
دو واحدی 
طبقه دوم

فول امکانات
اسانسو
پارکینگ
انباری
بالکن 

برای بازدید و اطلاعات بیشتر تماس بگیرید 

پورفرخ۰۹۰۳۹۹۳۵۲۶۸",https://divar.ir/v/-/gYcpvFfd
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۲,۱۳۸۵,۲,False,True,True,"مهندسین املاک همپا 

به شنیدن نام همپا عادت کنید 

اپارتمان ۷۲  متری / دو خواب 

طبقه   اول /متریال روز /خوش نقشه 

/انباری /،بالکن/پارکینگ 

بهترین فایل منطقه /با هر بودجه ای جهت رهن و اجاره تماس بگیرید 


کارشناس تخصصی فروش و اجاره مهندس امینی

تلفن:  [ ۰۹۱۹۵۱۲۶۳۰۶ ]]]
:    [ ۰۹۳۵۳۵۹۷۲۶۷ ]]]

همیشه موفقیت پدیده افکار ماست",https://divar.ir/v/-/gYdBwoem
۲۶۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۵,۱۳۸۵,۱,False,False,True,"آپارتمان یک خوابه
دارای حیاط مستقل ۲۵متر 
نور گیر عالی   فول نوسازی شده 
مناسب زوج و خانواده 
دارای انباری و هود و گاز رومیزی 
خوش نقشه و دنج 
محدوده قصرالدشت گذر عالی 
دسترسی آسان به مترو و بی آرتی 

املاک خانه نو ( قصرالدشت نرسیده به هاشمی )
مشاور منطقه اله وردی",https://divar.ir/v/-/gYct_wNa
۴۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۰۰,۱۳۹۵,۲,True,True,True,"باسلام
100متر  2خواب خوش نقشه و شیک 
5طبقه   2واحدی
طبقه 5  /گل طبقات/
  5ساله
فول امکانات

در تقاطع دامپزشکی و استاد معین
 رهن کامل ۴۵۰ میلیون 
مشاور منطقه کاوه 
املاک بزرگ امیران",https://divar.ir/v/-/gYcd_mgv
۲۷۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۸۷,۱,False,True,True,"60 متر آپارتمان 
طبقه همکف از چهار 
یک خوابه 
کمد دیواری 
پارکینگ سندی 
انباری 
پاسیو 
کابینت ام دی اف 
کف سرامیک
واحد نقاشی شده تحویل داده میشود 
دسترسی  آسان ب مترو و بی آرتی و میدان آزادی",https://divar.ir/v/-/gYc9vSSb
۵۰۰٬۰۰۰٬۰۰۰ تومان,توافقی,۷۳,۱۴۰۰,۲,True,True,True,"فوری 

نوساز کلید نخورده ، فول امکانات 
قصرالدشت ، بهنود 

جهت اطلاع و هماهنگی فقط تماس

مشاور شما 
فخار",https://divar.ir/v/-/gYcdx6dG
۱۹۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,۸۵,۱۳۹۷,۲,True,True,True,"املاک نمونه منطقه*


⬇️مشخصات ملک⬇️

آپارتمان 85متری
2خواب  
طبقه پنجم
پنج طبقه دو واحدی 


سال ساخت:1397


 امکانات⬅️،پارکینگ(غیر مزاحم)،آسانسور،بالکن،انباری

موقعیت ⬅️ استاد معین/طوس
لوکیشن عالی

ودیعه⬅️ 190میلیون تومان
اجاره ⬅️6.000.000تومان


املاک همپا
66676246

کارشناسی تخصصی رهن و اجاره:
پیشرو
09388750874",https://divar.ir/v/-/gYdBQjNF
